filename	date	artist	title	score	likes	dislikes	views	duration
20180703_Drake - Scorpion ALBUM REVIEW.jpg	20180703	Drake 	Scorpion	4/10	41550	3325	1659395	1152
20180704_Jay Rock - Redemption ALBUM REVIEW.jpg	20180704	Jay Rock 	Redemption	4/10	5315	2773	265958	418
20180705_Gorillaz - The Now Now ALBUM REVIEW.jpg	20180705	Gorillaz 	The Now Now	6/10	17246	1523	571493	358
20180706_Kamasi Washington - Heaven and Earth ALBUM REVIEW.jpg	20180706	Kamasi Washington 	Heaven and Earth	6/10	2767	446	162338	607
20180707_Vein - Errorzone ALBUM REVIEW.jpg	20180707	Vein 	Errorzone	6/10	2132	382	104672	345
20180709_Teyana Taylor - K.T.S.E. ALBUM REVIEW.jpg	20180709	Teyana Taylor 	K.T.S.E.	6/10	3388	196	172366	438
20180710_The Carters - Everything Is Love ALBUM REVIEW.jpg	20180710	The Carters 	Everything Is Love	5/10	6206	434	278895	436
20180711_Zeal & Ardor - Stranger Fruit ALBUM REVIEW.jpg	20180711	Zeal & Ardor 	Stranger Fruit	8/10	3164	68	135330	674
20180713_Florence + The Machine - High As Hope ALBUM REVIEW.jpg	20180713	Florence + The Machine 	High As Hope	7/10	3499	111	153780	356
20180716_serpentwithfeet - soil ALBUM REVIEW.jpg	20180716	serpentwithfeet 	soil	7/10	2820	39	101166	467
20180717_Deafheaven - Ordinary Corrupt Human Love ALBUM REVIEW.jpg	20180717	Deafheaven 	Ordinary Corrupt Human Love	5/10	2435	3942	151100	455
20180718_Haru Nemuri - Haru to Shura ALBUM REVIEW.jpg	20180718	Haru Nemuri 	Haru to Shura	8/10	5028	95	192329	405
20180719_Snail Mail - Lush ALBUM REVIEW.jpg	20180719	Snail Mail 	Lush	6/10	2584	583	136565	205
20180723_Dirty Projectors - Lamp Lit Prose ALBUM REVIEW.jpg	20180723	Dirty Projectors 	Lamp Lit Prose	6/10	986	39	64371	506
20180724_Busdriver - Electricity is on our Side ALBUM REVIEW.jpg	20180724	Busdriver 	Electricity is on our Side	5/10	1931	183	112954	409
20180725_The Internet - Hive Mind ALBUM REVIEW.jpg	20180725	The Internet 	Hive Mind	7/10	4641	137	173854	408
20180726_88rising - Head in the Clouds ALBUM REVIEW.jpg	20180726	88rising 	Head in the Clouds	5/10	10267	331	319636	410
20180727_Melody's Echo Chamber - Bon Voyage ALBUM REVIEW.jpg	20180727	Melody's Echo Chamber 	Bon Voyage	7/10	2031	47	84105	393
20180730_Denzel Curry - TA13OO ALBUM REVIEW.jpg	20180730	Denzel Curry 	TA13OO	8/10	31430	563	1068779	832
20180731_Let's Eat Grandma - I'm All Ears ALBUM REVIEW.jpg	20180731	Let's Eat Grandma 	I'm All Ears	7/10	2058	73	97863	435
20180806_Travis Scott - Astroworld ALBUM REVIEW.jpg	20180806	Travis Scott 	Astroworld	7/10	36167	1922	1414832	1108
20180808_YG - Stay Dangerous ALBUM REVIEW.jpg	20180808	YG 	Stay Dangerous	5/10	4083	154	192175	383
20180809_Mac Miller - Swimming ALBUM REVIEW.jpg	20180809	Mac Miller 	Swimming	3/10	7764	30663	554938	333
20180810_Imperial Triumphant - Vile Luxury ALBUM REVIEW.jpg	20180810	Imperial Triumphant 	Vile Luxury	8/10	2139	48	88410	587
20180814_Nicki Minaj - Queen ALBUM REVIEW.jpg	20180814	Nicki Minaj 	Queen	5/10	10769	687	483280	478
20180816_Trippie Redd - Life's a Trip ALBUM REVIEW.jpg	20180816	Trippie Redd 	Life's a Trip	5/10	8868	514	373744	465
20180822_Mitski - Be the Cowboy ALBUM REVIEW.jpg	20180822	Mitski 	Be the Cowboy	6/10	2042	3901	155587	608
20180823_Ariana Grande - Sweetener ALBUM REVIEW.jpg	20180823	Ariana Grande 	Sweetener	7/10	9713	584	385625	675
20180824_Louis Cole - Time ALBUM REVIEW.jpg	20180824	Louis Cole 	Time	8/10	2530	50	87304	448
20180827_Hermit and the Recluse - Orpheus vs. the Sirens ALBUM REVIEW.jpg	20180827	Hermit and the Recluse 	Orpheus vs. the Sirens	8/10	3210	38	122834	548
20180829_Oh Sees - Smote Reverser ALBUM REVIEW.jpg	20180829	Oh Sees 	Smote Reverser	6/10	1853	129	103804	509
20180830_Blood Orange - Negro Swan ALBUM REVIEW.jpg	20180830	Blood Orange 	Negro Swan	8/10	6935	118	240239	618
20180831_Interpol - Marauder ALBUM REVIEW.jpg	20180831	Interpol 	Marauder	4/10	2319	631	148528	418
20180904_Eminem - Kamikaze ALBUM REVIEW.jpg	20180904	Eminem 	Kamikaze	4/10	40194	24378	1492513	944
20180904_George Clanton - Slide ALBUM REVIEW.jpg	20180904	George Clanton 	Slide	7/10	3319	98	105468	585
20180905_IDLES - Joy as an Act of Resistance. ALBUM REVIEW.jpg	20180905	IDLES 	Joy as an Act of Resistance.	9/10	9876	209	364341	682
20180906_Armand Hammer - Paraffin ALBUM REVIEW.jpg	20180906	Armand Hammer 	Paraffin	8/10	2915	47	144128	755
20180908_Okonkolo - Cantos ALBUM REVIEW.jpg	20180908	Okonkolo 	Cantos	7/10	1048	47	54798	501
20180910_Thou - Magus ALBUM REVIEW.jpg	20180910	Thou 	Magus	6/10	1031	126	64221	309
20180912_$uicideBoy$ - I Want to Die in New Orleans ALBUM REVIEW.jpg	20180912	$uicideBoy$ 	I Want to Die in New Orleans	6/10	12473	1282	437372	444
20180913_Yves Tumor - Safe in the Hands of Love ALBUM REVIEW.jpg	20180913	Yves Tumor 	Safe in the Hands of Love	7/10	1797	112	100699	438
20180914_Russ - Zoo ALBUM REVIEW.jpg	20180914	Russ 	Zoo	3/10	11735	604	368711	460
20180918_Noname - Room 25 ALBUM REVIEW.jpg	20180918	Noname 	Room 25	8/10	7445	102	262162	527
20180919_6LACK - East Atlanta Love Letter ALBUM REVIEW.jpg	20180919	6LACK 	East Atlanta Love Letter	4/10	4194	1906	236910	487
20180920_Spiritualized - And Nothing Hurt ALBUM REVIEW.jpg	20180920	Spiritualized 	And Nothing Hurt	7/10	1286	41	75999	528
20180921_Guerilla Toss - Twisted Crystal ALBUM REVIEW.jpg	20180921	Guerilla Toss 	Twisted Crystal	8/10	1518	42	76523	407
20180924_BROCKHAMPTON - iridescence ALBUM REVIEW.jpg	20180924	BROCKHAMPTON 	iridescence	7/10	23777	880	813432	792
20180925_milo - budding ornithologists are weary of tired analogies ALBUM REVIEW.jpg	20180925	milo 	budding ornithologists are weary of tired analogies	6/10	2282	110	117853	403
20180927_JMSN - Velvet ALBUM REVIEW.jpg	20180927	JMSN 	Velvet	7/10	1529	40	63227	456
20181001_Lupe Fiasco - DROGAS Wave ALBUM REVIEW.jpg	20181001	Lupe Fiasco 	DROGAS Wave	7/10	4885	1234	240099	638
20181002_Lil Wayne - Tha Carter V ALBUM REVIEW.jpg	20181002	Lil Wayne 	Tha Carter V	6/10	16328	1638	665728	639
20181003_Tim Hecker - Konoyo ALBUM REVIEW.jpg	20181003	Tim Hecker 	Konoyo	6/10	1477	186	88748	498
20181004_Kero Kero Bonito - Time 'n' Place ALBUM REVIEW.jpg	20181004	Kero Kero Bonito 	Time 'n' Place	8/10	8878	98	245014	456
20181005_Logic - YSIV ALBUM REVIEW.jpg	20181005	Logic 	YSIV	5/10	14162	951	518748	853
20181008_twenty one pilots - Trench ALBUM REVIEW.jpg	20181008	twenty one pilots 	Trench	8/10	23996	976	659871	762
20181009_Marissa Nadler - For My Crimes ALBUM REVIEW.jpg	20181009	Marissa Nadler 	For My Crimes	7/10	1026	22	47310	416
20181010_Behemoth - I Loved You at Your Darkest ALBUM REVIEW.jpg	20181010	Behemoth 	I Loved You at Your Darkest	7/10	4214	121	141098	527
20181011_Sheck Wes - Mudboy ALBUM REVIEW.jpg	20181011	Sheck Wes 	Mudboy	6/10	7588	232	296075	457
20181014_Horrendous - Idol ALBUM REVIEW.jpg	20181014	Horrendous 	Idol	9/10	4537	71	155530	553
20181015_Clarence Clarity - Think - Peace ALBUM REVIEW.jpg	20181015	Clarence Clarity - Think 	Peace	7/10	1634	74	71698	629
20181016_Quavo - Quavo Huncho ALBUM REVIEW.jpg	20181016	Quavo 	Quavo Huncho	4/10	9654	280	375833	618
20181017_City Morgue - Vol. 1 - Hell or High Water ALBUM REVIEW.jpg	20181017	City Morgue - Vol. 1 	Hell or High Water	6/10	5595	292	155074	391
20181018_Polyphia - New Levels New Devils ALBUM REVIEW.jpg	20181018	Polyphia 	New Levels New Devils	8/10	6951	115	211071	482
20181019_High on Fire - Electric Messiah ALBUM REVIEW.jpg	20181019	High on Fire 	Electric Messiah	6/10	1438	118	78026	408
20181022_Future & Juice WRLD - WRLD on Drugs ALBUM REVIEW.jpg	20181022	Future & Juice WRLD 	WRLD on Drugs	5/10	8021	273	356451	546
20181024_Little Big - Antipositive Part 2 (MINI) ALBUM REVIEW.jpg	20181024	Little Big 	Antipositive Part 2 (MINI)	6/10	2242	70	87491	478
20181025_Lil Yachty - Nuthin' 2 Prove ALBUM REVIEW.jpg	20181025	Lil Yachty 	Nuthin' 2 Prove	2/10	11363	433	395074	602
20181029_Joji - Ballads 1 ALBUM REVIEW.jpg	20181029	Joji 	Ballads 1	5/10	23200	1929	721562	425
20181030_Kurt Vile - Bottle It In ALBUM REVIEW.jpg	20181030	Kurt Vile 	Bottle It In	6/10	1471	74	97522	533
20181031_Current 93 - The Light Is Leaving Us All ALBUM REVIEW.jpg	20181031	Current 93 	The Light Is Leaving Us All	8/10	2006	40	89144	464
20181101_Daughters - You Won't Get What You Want ALBUM REVIEW.jpg	20181101	Daughters 	You Won't Get What You Want	10/10	23043	456	717759	752
20181102_Julia Holter - Aviary ALBUM REVIEW.jpg	20181102	Julia Holter 	Aviary	8/10	1922	67	91224	645
20181105_Vince Staples - FM! ALBUM REVIEW.jpg	20181105	Vince Staples 	FM!	7/10	11842	189	378139	492
20181106_Rosalía - El mal querer ALBUM REVIEW.jpg	20181106	Rosalía 	El mal querer	8/10	6489	248	230441	447
20181107_Poppy - Am I a Girl ALBUM REVIEW.jpg	20181107	Poppy 	Am I a Girl	7/10	7871	194	258728	536
20181108_Curren$y, Freddie Gibbs & The Alchemist - Fetti ALBUM REVIEW.jpg	20181108	Curren$y, Freddie Gibbs & The Alchemist 	Fetti	7/10	3629	126	160209	508
20181109_Takeoff - The Last Rocket ALBUM REVIEW.jpg	20181109	Takeoff 	The Last Rocket	4/10	5528	466	240068	470
20181112_Metro Boomin - Not All Heroes Wear Capes ALBUM REVIEW.jpg	20181112	Metro Boomin 	Not All Heroes Wear Capes	6/10	8720	435	342953	571
20181113_Sun Kil Moon - This Is My Dinner ALBUM REVIEW.jpg	20181113	Sun Kil Moon 	This Is My Dinner	6/10	1824	49	107348	537
20181116_Lil Peep - Come Over When You're Sober, Pt. 2 ALBUM REVIEW.jpg	20181116	Lil Peep 	Come Over When You're Sober, Pt. 2	4/10	10088	1883	381974	370
20181119_Action Bronson - White Bronco ALBUM REVIEW.jpg	20181119	Action Bronson 	White Bronco	5/10	2879	189	165663	319
20181120_Anderson .Paak - Oxnard ALBUM REVIEW.jpg	20181120	Anderson .Paak 	Oxnard	8/10	13906	302	523292	513
20181121_Jaden Smith - The Sunset Tapes - A Cool Tape Story ALBUM REVIEW.jpg	20181121	Jaden Smith - The Sunset Tapes 	A Cool Tape Story	2/10	10590	459	425584	689
20181124_Muse - Simulation Theory ALBUM REVIEW.jpg	20181124	Muse 	Simulation Theory	5/10	5710	431	245738	759
20181128_6ix9ine - Dummy Boy ALBUM REVIEW.jpg	20181128	6ix9ine 	Dummy Boy	4/10	23659	1861	983982	856
20181129_Onyx Collective - Lower East Suite Part Three ALBUM REVIEW.jpg	20181129	Onyx Collective 	Lower East Suite Part Three	7/10	1084	24	52171	333
20181130_J.I.D - DiCaprio 2 ALBUM REVIEW.jpg	20181130	J.I.D 	DiCaprio 2	8/10	17805	338	526537	447
20181203_Kai Whiston - Kai Whiston Bitch ALBUM REVIEW.jpg	20181203	Kai Whiston 	Kai Whiston Bitch	7/10	1751	70	81792	381
20181204_Earl Sweatshirt - Some Rap Songs ALBUM REVIEW.jpg	20181204	Earl Sweatshirt 	Some Rap Songs	8/10	27519	564	814135	606
20181205_The 1975 - A Brief Inquiry Into Online Relationships ALBUM REVIEW.jpg	20181205	The 1975 	A Brief Inquiry Into Online Relationships	6/10	6968	396	290463	491
20181206_Ski Mask the Slump God - Stokeley ALBUM REVIEW.jpg	20181206	Ski Mask the Slump God 	Stokeley	6/10	12382	1319	434718	390
20181208_XXXTentacion - Skins ALBUM REVIEW.jpg	20181208	XXXTentacion 	Skins	2/10	24970	4527	892126	501
20181212_Soap&Skin - From Gas to Solid _ You Are My Friend ALBUM REVIEW.jpg	20181212	Soap&Skin 	From Gas to Solid _ You Are My Friend	4/10	772	109	58512	369
20181213_Meek Mill - Championships ALBUM REVIEW.jpg	20181213	Meek Mill 	Championships	5/10	5017	1029	252048	440
20181231_The Postal Service - Give Up ALBUM REVIEW.jpg	20181231	The Postal Service 	Give Up	CLASSIC/10	10089	107	239907	629
20190101_Sleater-Kinney - The Woods ALBUM REVIEW.jpg	20190101	Sleater-Kinney 	The Woods	CLASSIC/10	4482	77	135686	618
20190102_Cannibal Ox - The Cold Vein ALBUM REVIEW.jpg	20190102	Cannibal Ox 	The Cold Vein	CLASSIC/10	4583	61	131093	711
20190103_Burial - Untrue ALBUM REVIEW.jpg	20190103	Burial 	Untrue	CLASSIC/10	6898	129	198969	510
20190104_System of a Down - Toxicity ALBUM REVIEW.jpg	20190104	System of a Down 	Toxicity	CLASSIC/10	29326	465	674648	587
20190109_21 Savage - I Am Greater Than I Was ALBUM REVIEW.jpg	20190109	21 Savage 	I Am Greater Than I Was	7/10	16559	409	508562	524
20190114_Bad Bunny - X 100PRE ALBUM REVIEW.jpg	20190114	Bad Bunny 	X 100PRE	5/10	4693	1369	191479	519
20190115_Marquis Hill - Modern Flows, Vol. 2 ALBUM REVIEW.jpg	20190115	Marquis Hill 	Modern Flows, Vol. 2	8/10	1804	27	83130	458
20190121_Future - The WIZRD ALBUM REVIEW.jpg	20190121	Future 	The WIZRD	7/10	9179	423	335310	699
20190122_James Blake - Assume Form ALBUM REVIEW.jpg	20190122	James Blake 	Assume Form	7/10	6870	247	305197	493
20190123_Sharon Van Etten - Remind Me Tomorrow ALBUM REVIEW.jpg	20190123	Sharon Van Etten 	Remind Me Tomorrow	7/10	1661	44	95475	444
20190124_Toro y Moi - Outer Peace ALBUM REVIEW.jpg	20190124	Toro y Moi 	Outer Peace	6/10	3337	197	157935	411
20190125_Malibu Ken - Self-Titled ALBUM REVIEW.jpg	20190125	Malibu Ken - Self	Titled	8/10	5613	97	202117	320
20190128_Weezer - Self-Titled (Teal) ALBUM REVIEW.jpg	20190128	Weezer - Self	Titled (Teal)	6/10	7435	256	308918	545
20190129_Deerhunter - Why Hasn't Everything Already Disappeared ALBUM REVIEW.jpg	20190129	Deerhunter 	Why Hasn't Everything Already Disappeared	5/10	1553	212	110212	399
20190130_Bring Me the Horizon - amo ALBUM REVIEW.jpg	20190130	Bring Me the Horizon 	amo	6/10	8420	483	313925	546
20190131_Boogie - Everythings for Sale ALBUM REVIEW.jpg	20190131	Boogie 	Everythings for Sale	6/10	3988	359	169156	436
20190205_Beirut - Gallipoli ALBUM REVIEW.jpg	20190205	Beirut 	Gallipoli	4/10	1752	136	100720	378
20190206_Maggie Rogers - Heard It in a Past Life ALBUM REVIEW.jpg	20190206	Maggie Rogers 	Heard It in a Past Life	3/10	2191	824	140034	427
20190212_Ariana Grande - thank u, next ALBUM REVIEW.jpg	20190212	Ariana Grande 	thank u, next	8/10	19408	2934	648954	609
20190213_Panda Bear - Buoys ALBUM REVIEW.jpg	20190213	Panda Bear 	Buoys	6/10	1474	74	81650	391
20190214_LCD Soundsystem - Electric Lady Sessions ALBUM REVIEW.jpg	20190214	LCD Soundsystem 	Electric Lady Sessions	6/10	1735	101	110854	367
20190215_Xiu Xiu - Girl with Basket of Fruit ALBUM REVIEW.jpg	20190215	Xiu Xiu 	Girl with Basket of Fruit	9/10	5768	171	237045	481
20190220_Jessica Pratt - Quiet Signs ALBUM REVIEW.jpg	20190220	Jessica Pratt 	Quiet Signs	6/10	956	139	55208	326
20190221_Czarface & Ghostface Killah - Czarface Meets Ghostface ALBUM REVIEW.jpg	20190221	Czarface & Ghostface Killah 	Czarface Meets Ghostface	5/10	2738	227	142177	522
20190225_Lil Pump - Harverd Dropout ALBUM REVIEW.jpg	20190225	Lil Pump 	Harverd Dropout	4/10	17298	741	640809	424
20190226_Gunna - Drip or Drown 2 ALBUM REVIEW.jpg	20190226	Gunna 	Drip or Drown 2	2/10	7620	711	281914	346
20190228_Offset - Father of 4 ALBUM REVIEW.jpg	20190228	Offset 	Father of 4	6/10	7543	222	297212	513
20190304_Solange - When I Get Home ALBUM REVIEW.jpg	20190304	Solange 	When I Get Home	6/10	6704	1187	302171	432
20190305_Blu & Oh No - A Long Red Hot Los Angeles Summer Night ALBUM REVIEW.jpg	20190305	Blu & Oh No 	A Long Red Hot Los Angeles Summer Night	8/10	3479	45	152570	376
20190306_2 Chainz - Rap or Go to the League ALBUM REVIEW.jpg	20190306	2 Chainz 	Rap or Go to the League	6/10	4909	161	215935	459
20190308_Weezer - Self-Titled (Black) ALBUM REVIEW.jpg	20190308	Weezer - Self	Titled (Black)	4/10	6121	273	251404	378
20190311_Juice WRLD - Death Race for Love ALBUM REVIEW.jpg	20190311	Juice WRLD 	Death Race for Love	6/10	11420	511	467845	554
20190312_Spellling - Mazy Fly ALBUM REVIEW.jpg	20190312	Spellling 	Mazy Fly	7/10	1181	34	62640	393
20190313_Foals - Everything Not Saved Will Be Lost Part 1 ALBUM REVIEW.jpg	20190313	Foals 	Everything Not Saved Will Be Lost Part 1	6/10	1711	620	117843	335
20190314_Little Simz - Grey Area ALBUM REVIEW.jpg	20190314	Little Simz 	Grey Area	9/10	8055	93	238361	479
20190315_Sun Kil Moon - I Also Want to Die in New Orleans ALBUM REVIEW.jpg	20190315	Sun Kil Moon 	I Also Want to Die in New Orleans	7/10	2618	58	135436	835
20190318_Dave - Psychodrama ALBUM REVIEW.jpg	20190318	Dave 	Psychodrama	5/10	3212	3913	170323	351
20190319_Matmos - Plastic Anniversary ALBUM REVIEW.jpg	20190319	Matmos 	Plastic Anniversary	8/10	2712	48	122158	436
20190325_Stella Donnelly - Beware of the Dogs ALBUM REVIEW.jpg	20190325	Stella Donnelly 	Beware of the Dogs	7/10	2786	47	109979	375
20190327_American Football - LP3 ALBUM REVIEW.jpg	20190327	American Football 	LP3	7/10	4041	104	167589	389
20190401_Billie Eilish - When We All Fall Asleep, Where Do We Go ALBUM REVIEW.jpg	20190401	Billie Eilish 	When We All Fall Asleep, Where Do We Go	8/10	44141	3808	1528741	864
20190402_The Comet Is Coming - Trust in the Lifeforce of the Deep Mystery ALBUM REVIEW.jpg	20190402	The Comet Is Coming 	Trust in the Lifeforce of the Deep Mystery	8/10	4107	40	176026	410
20190403_La Dispute - Panorama ALBUM REVIEW.jpg	20190403	La Dispute 	Panorama	6/10	1953	112	102694	461
20190405_Billy Woods & Kenny Segal - Hiding Places ALBUM REVIEW.jpg	20190405	Billy Woods & Kenny Segal 	Hiding Places	8/10	2532	44	107215	641
20190409_Ibibio Sound Machine - Doko Mien ALBUM REVIEW.jpg	20190409	Ibibio Sound Machine 	Doko Mien	7/10	990	22	52313	317
20190410_Quelle Chris - Guns ALBUM REVIEW.jpg	20190410	Quelle Chris 	Guns	8/10	4144	77	163606	578
20190411_Weyes Blood - Titanic Rising ALBUM REVIEW.jpg	20190411	Weyes Blood 	Titanic Rising	9/10	6031	65	216608	640
20190412_Show Me the Body - Dog Whistle ALBUM REVIEW.jpg	20190412	Show Me the Body 	Dog Whistle	7/10	1717	61	85039	456
20190415_PUP - Morbid Stuff ALBUM REVIEW.jpg	20190415	PUP 	Morbid Stuff	8/10	4792	70	160317	359
20190417_The Chemical Brothers - No Geography ALBUM REVIEW.jpg	20190417	The Chemical Brothers 	No Geography	6/10	1862	282	110467	475
20190418_Anderson .Paak - Ventura ALBUM REVIEW.jpg	20190418	Anderson .Paak 	Ventura	7/10	12468	198	378525	628
20190420_Aries - Welcome Home ALBUM REVIEW.jpg	20190420	Aries 	Welcome Home	6/10	8597	176	179127	509
20190422_Lizzo - Cuz I Love You ALBUM REVIEW.jpg	20190422	Lizzo 	Cuz I Love You	8/10	6974	352	311163	762
20190423_Dos Monos - Dos City ALBUM REVIEW.jpg	20190423	Dos Monos 	Dos City	7/10	1735	34	71670	375
20190424_Cage the Elephant - Social Cues ALBUM REVIEW.jpg	20190424	Cage the Elephant 	Social Cues	5/10	4017	1034	212150	536
20190426_Your Old Droog - It Wasn't Even Close ALBUM REVIEW.jpg	20190426	Your Old Droog 	It Wasn't Even Close	7/10	1711	50	88518	659
20190427_Beyoncé - Homecoming ALBUM REVIEW.jpg	20190427	Beyoncé 	Homecoming	8/10	5475	350	246687	412
20190429_Kevin Abstract - Arizona Baby ALBUM REVIEW.jpg	20190429	Kevin Abstract 	Arizona Baby	6/10	7446	490	298585	455
20190430_Sunn O))) - Life Metal ALBUM REVIEW.jpg	20190430	Sunn O))) 	Life Metal	7/10	3040	78	137473	606
20190501_ScHoolboy Q - CrasH Talk ALBUM REVIEW.jpg	20190501	ScHoolboy Q 	CrasH Talk	5/10	8757	1136	386505	414
20190502_Rico Nasty & Kenny Beats - Anger Management ALBUM REVIEW.jpg	20190502	Rico Nasty & Kenny Beats 	Anger Management	6/10	3941	233	186865	492
20190513_King Gizzard & The Lizard Wizard - Fishing for Fishies ALBUM REVIEW.jpg	20190513	King Gizzard & The Lizard Wizard 	Fishing for Fishies	7/10	5964	145	230145	418
20190514_Gus Dapperton - Where Polly People Go to Read ALBUM REVIEW.jpg	20190514	Gus Dapperton 	Where Polly People Go to Read	4/10	2660	476	139474	338
20190516_Slauson Malone - A Quiet Farwell, 2016–2018 ALBUM REVIEW.jpg	20190516	Slauson Malone 	A Quiet Farwell, 2016–2018	8/10	4323	53	166410	386
20190517_Logic - Confessions of a Dangerous Mind ALBUM REVIEW.jpg	20190517	Logic 	Confessions of a Dangerous Mind	1/10	36478	2211	1143523	635
20190518_Mac DeMarco - Here Comes the Cowboy ALBUM REVIEW.jpg	20190518	Mac DeMarco 	Here Comes the Cowboy	3/10	9416	1675	393667	300
20190520_Vampire Weekend - Father of the Bride ALBUM REVIEW.jpg	20190520	Vampire Weekend 	Father of the Bride	6/10	6452	1372	380850	511
20190521_Big Thief - U.F.O.F. ALBUM REVIEW.jpg	20190521	Big Thief 	U.F.O.F.	5/10	1583	1165	109113	321
20190522_Tyler, the Creator - IGOR ALBUM REVIEW.jpg	20190522	Tyler, the Creator 	IGOR	9/10	96280	3082	2429934	949
20190523_Carly Rae Jepsen - Dedicated ALBUM REVIEW.jpg	20190523	Carly Rae Jepsen 	Dedicated	7/10	6226	169	264968	488
20190524_Injury Reserve - Self-Titled ALBUM REVIEW.jpg	20190524	Injury Reserve - Self	Titled	7/10	6558	685	248270	645
20190527_Young Nudy & Pi'erre Bourne - Sli'merre ALBUM REVIEW.jpg	20190527	Young Nudy & Pi'erre Bourne 	Sli'merre	4/10	2951	520	131633	285
20190528_Megan Thee Stallion - Fever ALBUM REVIEW.jpg	20190528	Megan Thee Stallion 	Fever	7/10	4406	144	166688	483
20190529_slowthai - Nothing Great About Britain ALBUM REVIEW.jpg	20190529	slowthai 	Nothing Great About Britain	8/10	13775	194	467663	482
20190530_Rammstein - Untitled ALBUM REVIEW.jpg	20190530	Rammstein 	Untitled	5/10	5946	860	231887	495
20190531_Flying Lotus - Flamagra ALBUM REVIEW.jpg	20190531	Flying Lotus 	Flamagra	5/10	4806	2400	226360	524
20190603_Steve Lacy - Apollo XXI ALBUM REVIEW.jpg	20190603	Steve Lacy 	Apollo XXI	3/10	4238	3101	183854	346
20190604_Full of Hell - Weeping Choir ALBUM REVIEW.jpg	20190604	Full of Hell 	Weeping Choir	6/10	1992	168	99335	325
20190606_Denzel Curry - ZUU ALBUM REVIEW.jpg	20190606	Denzel Curry 	ZUU	8/10	21110	338	526251	432
20190607_The National - I Am Easy to Find ALBUM REVIEW.jpg	20190607	The National 	I Am Easy to Find	4/10	1804	1090	116652	470
20190610_100 gecs - 1000 gecs ALBUM REVIEW.jpg	20190610	100 gecs 	1000 gecs	7/10	9296	312	331014	291
20190612_The Mountain Goats - In League with Dragons ALBUM REVIEW.jpg	20190612	The Mountain Goats 	In League with Dragons	4/10	1591	225	91892	388
